scraped_at,scrape_date,store_name,food_group,search_term,preferred_brand,product_name,brand,current_price_eur,previous_price_eur,currency,unit_price_value_eur,unit_price_text,package_text,quantity_value,quantity_unit,has_discount,discount_percent,discount_text,promotion_type,promotion_condition,parser,search_url,source_product_url,notes,category_name
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Gala Apfel,,2.79,,EUR,,Per kg,,,,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Topaz Apfel,,2.99,,EUR,,Per kg,,,,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Bio Apfelbeutel,,4.49,,EUR,2.99,"2,99€ /kg",1500g,150,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Apfel Beutel,,3.49,,EUR,1.75,"1,75€ /kg",2kg,2,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Gold Delicious Apfel,,1.99,,EUR,,Per kg,,,,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Pinova Apfel,,2.79,,EUR,,Per kg,,,,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Happy Day Apfel Sprizz 0,5 Liter (Einweg)",,1.59,,EUR,3.18,"3,18€ /l",500ml,500,ml,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Apfel gespritzt 0,5 Liter (Einweg)",,1.29,,EUR,2.58,"2,58€ /l",500ml,500,ml,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Bio Apfelsaft 1,0 Liter (Einweg)",,3.99,,EUR,3.99,"3,99€ /l",1000ml,100,ml,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Happy Day Apfelsaft 1,0 Liter (Einweg)",,2.79,,EUR,2.79,"2,79€ /l",1l,1,l,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Apfel Kiwi 0,75 Liter (Einweg)",,1.49,,EUR,1.99,"1,99€ /l",750ml,750,ml,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Bio Apfelmus,,1.49,,EUR,4.14,"4,14€ /kg",360g,360,g,TRUE,,,multi_buy,Ab 2 Stk. je,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Apfelmus,,3.49,,EUR,4.99,"4,99€ /kg",700g,700,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Apfelsaft 100% 1Liter (Einweg),,1.17,,EUR,1.17,"1,17€ /l",1000ml,100,ml,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Apfelmark,,1.59,,EUR,2.24,"2,24€ /kg",710g,710,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Steirischer Apfelsaft 1,0 Liter (Einweg)",,3.39,,EUR,3.39,"3,39€ /l",1000ml,100,ml,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Apfelmus pur ohne Zucker,,2.39,,EUR,6.83,"6,83€ /kg",350g,350,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Apfelringe Sauer,,1.29,,EUR,7.37,"7,37€ /kg",175g,175,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Früchtefreund Himbeere in Banane-Apfel 12. Monat,,0.99,,EUR,43.04,"43,04€ /kg",23g,23,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Müsliriegel Apfel 6er-Packung,,2.79,,EUR,18.6,"18,60€ /kg",150g,150,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Apfelsaft g'spritzt 1,5 Liter (Einweg)",,1.79,,EUR,1.19,"1,19€ /l",1500ml,150,ml,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Kirsche-Granatapfel 0,33 Liter (Einweg)",,0.74,,EUR,2.24,"2,24€ /l",330ml,330,ml,TRUE,-50,-50%,discount,"1,49",mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Orbit White Himbeere-Granatapfel,,1.39,,EUR,99.29,"99,29€ /kg",14g,14,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Bio Apfelessig,,1.99,,EUR,3.98,"3,98€ /l",500ml,500,ml,TRUE,,,multi_buy,Ab 2 Stk. je,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Nimm 2 Lachgummi Apfellinge,,1.75,,EUR,7.78,"7,78€ /kg",225g,225,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Apfel-Balsamessig,,2.4,,EUR,4.8,"4,80€ /l",500ml,500,ml,TRUE,-33,-33%,discount,"3,59",mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Apfelsaft ohne Zuckerzusatz 2,0 Liter (Einweg)",,3.99,,EUR,2,"2,00€ /l",2l,2,l,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Apfeldirektsaft 100% 1,0 Liter (Einweg)",,1.52,,EUR,1.52,"1,52€ /l",1l,1,l,FALSE,,,,Bei 3 Stk. je,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Happy Day Apfel naturtrüb 1,0 Liter (Einweg)",,2.79,,EUR,2.79,"2,79€ /l",1l,1,l,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Apfel 100% 1,0 Liter (Einweg)",,1.52,,EUR,1.52,"1,52€ /l",1000ml,100,ml,FALSE,,,,Bei 3 Stk. je,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Yippy Apfel 0,33 Liter (Einweg)",,0.99,,EUR,3,"3,00€ /l",330ml,330,ml,TRUE,,,multi_buy,Ab 2 Stk. je,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Apfel trüb 0,5 Liter (Einweg)",,1.29,,EUR,2.58,"2,58€ /l",500ml,500,ml,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Apfelgoldessig,,2.39,,EUR,2.39,"2,39€ /l",1l,1,l,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Apfel gespritzt 1,5 Liter (Einweg)",,1.99,,EUR,1.33,"1,33€ /l",1500ml,150,ml,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Bio Apfelmark,,1.59,,EUR,4.3,"4,30€ /l",370ml,370,ml,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Apfel 0,2 Liter (Einweg)",,1.09,,EUR,5.45,"5,45€ /l",200ml,200,ml,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Mildessa Apfelrotkraut,,1.99,,EUR,4.98,"4,98€ /kg",400g,400,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Happy Day Granatapfel 1,0 Liter (Einweg)",,2.99,,EUR,2.99,"2,99€ /l",1l,1,l,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Apfelessig mit Blütenhonig,,3.49,,EUR,6.98,"6,98€ /l",500ml,500,ml,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Tiroler Apfelgitter,,2.79,,EUR,24.26,"24,26€ /kg",115g,115,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Apfelessig,,3.99,,EUR,7.98,"7,98€ /l",500ml,500,ml,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,Bio Apfelmus Birne,,1.79,,EUR,4.97,"4,97€ /kg",360g,360,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:35,2026-04-15,MPreis,Aepfel,Aepfel,Eigenmarke,"Apfel Cider Tray 0,33 Liter (Einweg)",,6.99,,EUR,2.65,"2,65€ /0,5l",1320ml,132,ml,FALSE,,,,,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,
2026-04-15 11:02:37,2026-04-15,MPreis,Bananen,Bananen,Eigenmarke,,,,,EUR,,,,,,,,,,,mpreis,https://www.mpreis.at/search/Bananen,,SCRAPE_ERROR: parser returned no products.,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Toastschinken geschnitten,,2.99,,EUR,1.66,"1,66€ /100g",180g,180,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Toastschinken,,1.85,,EUR,100,Per 100g,,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Super Soft Sandwich,,3.69,,EUR,4.92,"4,92€ /kg",750g,750,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Super Soft Sandwich,,3.19,,EUR,8.51,"8,51€ /kg",375g,375,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Super Soft Toastbrot,,2.59,,EUR,3.45,"3,45€ /kg",750g,750,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Butter Toast,,2.49,,EUR,4.98,"4,98€ /kg",500g,500,g,TRUE,-19,-19%,discount,"3,09",mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Mehrkorn Toast,,3.49,,EUR,6.98,"6,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Buttertoastbrot,,2.99,,EUR,11.96,"11,96€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Vollkorn Soft Sandwich,,3.99,,EUR,5.32,"5,32€ /kg",750g,750,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Mehrkorntoastbrot,,2.79,,EUR,11.16,"11,16€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Dinkel Toast,,2.99,,EUR,11.96,"11,96€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Vollkorn Soft Sandwich,,2.99,,EUR,7.97,"7,97€ /kg",375g,375,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Dinkel Toast,,2.69,,EUR,5.38,"5,38€ /kg",500g,500,g,TRUE,-22,-22%,discount,"3,49",mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Farmer Soft Sandwich Toast,,3.79,,EUR,5.05,"5,05€ /kg",750g,750,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Sandwichtoast,,3.49,,EUR,6.98,"6,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Bäckerland Toastbrot,,0.99,,EUR,1.98,"1,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Dinkel Soft Sandwich,,3.69,,EUR,9.84,"9,84€ /kg",375g,375,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Riesen Toast,,3.39,,EUR,6.78,"6,78€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Italian Soft Sandwich,,3.79,,EUR,9.48,"9,48€ /kg",400g,400,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Protein Soft Sandwich,,2.49,,EUR,6.23,"6,23€ /kg",400g,400,g,TRUE,-21,-21%,discount,"3,19",mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Ölz Körner Soft Sandwich,,2.99,,EUR,7.97,"7,97€ /kg",375g,375,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Hafer & Saaten Brot,,3.29,,EUR,10.97,"10,97€ /kg",300g,300,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Toastschinken geschnitten,,3.75,,EUR,12.5,"12,50€ /kg",300g,300,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Toastkäse Scheiben 45%,,1.59,,EUR,10.6,"10,60€ /kg",150g,150,g,FALSE,,,,Bei 2 Stk. je,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Salzburger Toast-Scheiben extra,,2.49,,EUR,9.96,"9,96€ /kg",250g,250,g,TRUE,,,multi_buy,Ab 2 Stk. je,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,American Toast Scheiben 35%,,2.49,,EUR,12.45,"12,45€ /kg",200g,200,g,TRUE,,,multi_buy,Ab 2 Stk. je,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Toastkäse 45%,,2.39,,EUR,100,Per 100g,,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Toastschinken,,3.79,,EUR,3.16,"3,16€ /100g",120g,120,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Toastschinken halbiert,,7.49,,EUR,,Per kg,,,,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:40,2026-04-15,MPreis,Brot,Toastbrot,Eigenmarke,Metzgerei Maier Toastschinken,,2.19,,EUR,100,Per 100g,,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,
2026-04-15 11:02:43,2026-04-15,MPreis,Butter,Teebutter,Eigenmarke,Teebutter,,1.79,,EUR,7.16,"7,16€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Teebutter,,Streichfaehige oder klassische Butter,
2026-04-15 11:02:43,2026-04-15,MPreis,Butter,Teebutter,Eigenmarke,Primina Teebutter,,2.79,,EUR,11.16,"11,16€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Teebutter,,Streichfaehige oder klassische Butter,
2026-04-15 11:02:43,2026-04-15,MPreis,Butter,Teebutter,Eigenmarke,Premium Teebutter streichzart,,2.99,,EUR,11.96,"11,96€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Teebutter,,Streichfaehige oder klassische Butter,
2026-04-15 11:02:43,2026-04-15,MPreis,Butter,Teebutter,Eigenmarke,Premium Bio Teebutter,,2.99,,EUR,11.96,"11,96€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Teebutter,,Streichfaehige oder klassische Butter,
2026-04-15 11:02:43,2026-04-15,MPreis,Butter,Teebutter,Eigenmarke,L-Free Österreichische Teebutter laktosefrei,,2.89,,EUR,14.45,"14,45€ /kg",200g,200,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Teebutter,,Streichfaehige oder klassische Butter,
2026-04-15 11:02:43,2026-04-15,MPreis,Butter,Teebutter,Eigenmarke,Teebutter,,2.79,,EUR,11.16,"11,16€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Teebutter,,Streichfaehige oder klassische Butter,
2026-04-15 11:02:43,2026-04-15,MPreis,Butter,Teebutter,Eigenmarke,Teebutter Süßrahm,,2.79,,EUR,11.16,"11,16€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Teebutter,,Streichfaehige oder klassische Butter,
2026-04-15 11:02:43,2026-04-15,MPreis,Butter,Teebutter,Eigenmarke,Bio Wiesenmilch Teebutter,,2.99,,EUR,11.96,"11,96€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Teebutter,,Streichfaehige oder klassische Butter,
2026-04-15 11:02:43,2026-04-15,MPreis,Butter,Teebutter,Eigenmarke,Bio Teebutter Süßrahm,,3.19,,EUR,12.76,"12,76€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Teebutter,,Streichfaehige oder klassische Butter,
2026-04-15 11:02:43,2026-04-15,MPreis,Butter,Teebutter,Eigenmarke,Teebutter Sauerrahm,,2.79,,EUR,11.16,"11,16€ /kg",250g,250,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Teebutter,,Streichfaehige oder klassische Butter,
2026-04-15 11:02:43,2026-04-15,MPreis,Butter,Teebutter,Eigenmarke,Teebutter,,1.49,,EUR,11.92,"11,92€ /kg",125g,125,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Teebutter,,Streichfaehige oder klassische Butter,
2026-04-15 11:02:46,2026-04-15,MPreis,Eier,Eier,Eigenmarke,Bio-Eier 10er,,5.29,,EUR,0.53,"0,53€ /Stk",10STK,10,stk,FALSE,,,,,mpreis,https://www.mpreis.at/search/Eier,,Packungsgroesse dokumentieren,
2026-04-15 11:02:46,2026-04-15,MPreis,Eier,Eier,Eigenmarke,Freilandeier 15er,,5.89,,EUR,0.39,"0,39€ /Stk",15STK,15,stk,TRUE,-7,-7%,discount,"6,39",mpreis,https://www.mpreis.at/search/Eier,,Packungsgroesse dokumentieren,
2026-04-15 11:02:46,2026-04-15,MPreis,Eier,Eier,Eigenmarke,Freilandeier 6er,,3.29,,EUR,0.55,"0,55€ /Stk",6STK,6,stk,FALSE,,,,,mpreis,https://www.mpreis.at/search/Eier,,Packungsgroesse dokumentieren,
2026-04-15 11:02:46,2026-04-15,MPreis,Eier,Eier,Eigenmarke,Eier Bodenhaltung M 10er-Packung,,2.79,,EUR,0.28,"0,28€ /Stk",10STK,10,stk,FALSE,,,,,mpreis,https://www.mpreis.at/search/Eier,,Packungsgroesse dokumentieren,
2026-04-15 11:02:46,2026-04-15,MPreis,Eier,Eier,Eigenmarke,Eier Freilandhaltung L 10er-Packung,,4.69,,EUR,0.47,"0,47€ /Stk",10STK,10,stk,FALSE,,,,,mpreis,https://www.mpreis.at/search/Eier,,Packungsgroesse dokumentieren,
2026-04-15 11:02:46,2026-04-15,MPreis,Eier,Eier,Eigenmarke,Bio Eier M/L 6er-Packung,,3.99,,EUR,0.67,"0,67€ /Stk",6STK,6,stk,TRUE,-16,-16%,discount,"4,79",mpreis,https://www.mpreis.at/search/Eier,,Packungsgroesse dokumentieren,
2026-04-15 11:02:46,2026-04-15,MPreis,Eier,Eier,Eigenmarke,Eier Bodenhaltung L 10er-Packung,,4.29,,EUR,0.43,"0,43€ /Stk",10STK,10,stk,FALSE,,,,,mpreis,https://www.mpreis.at/search/Eier,,Packungsgroesse dokumentieren,
2026-04-15 11:02:46,2026-04-15,MPreis,Eier,Eier,Eigenmarke,Eier Freilandhaltung XL 10er-Packung,,6.29,,EUR,0.63,"0,63€ /Stk",10STK,10,stk,FALSE,,,,,mpreis,https://www.mpreis.at/search/Eier,,Packungsgroesse dokumentieren,
2026-04-15 11:02:46,2026-04-15,MPreis,Eier,Eier,Eigenmarke,Freilandeier Premium 10er-Packung,,5.29,,EUR,0.53,"0,53€ /Stk",10STK,10,stk,FALSE,,,,,mpreis,https://www.mpreis.at/search/Eier,,Packungsgroesse dokumentieren,
2026-04-15 11:02:46,2026-04-15,MPreis,Eier,Eier,Eigenmarke,Eier Bodenhaltung L 6er-Packung,,3.29,,EUR,0.55,"0,55€ /Stk",6STK,6,stk,FALSE,,,,,mpreis,https://www.mpreis.at/search/Eier,,Packungsgroesse dokumentieren,
2026-04-15 11:02:46,2026-04-15,MPreis,Eier,Eier,Eigenmarke,Bio Eier M/L 10er-Packung,,6.99,,EUR,0.7,"0,70€ /Stk",10STK,10,stk,FALSE,,,,,mpreis,https://www.mpreis.at/search/Eier,,Packungsgroesse dokumentieren,
