scraped_at,scrape_date,store_name,food_group,search_term,preferred_brand,product_name,brand,current_price_eur,previous_price_eur,currency,unit_price_value_eur,unit_price_text,package_text,quantity_value,quantity_unit,has_discount,discount_percent,discount_text,promotion_type,promotion_condition,parser,search_url,source_product_url,notes,category_name,preferred_brand_flag,canonical_score
2026-04-01 09:19:28,2026-04-01,Hofer,Nudeln,Spaghetti,Eigenmarke,CUCINA NOBILE Spaghetti,,1.35,,EUR,,,per Stück,,,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Spaghetti,,500 g Standardpackung,,FALSE,1
2026-04-01 09:19:30,2026-04-01,Hofer,Reis,Langkornreis,Eigenmarke,BON-RI Langkornreis,,1.29,,EUR,,,per Stück,,,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Langkornreis,,1 kg oder 500 g Standardpackung,,FALSE,1
2026-04-01 09:19:32,2026-04-01,Hofer,Schokolade,Vollmilchschokolade,Eigenmarke,"MOSER ROTH BIO-Schokolade, Vollmilchschokolade-Haselnuss",MOSER ROTH,2.19,,EUR,,,100 g,100,g,FALSE,,,,,hofer,https://www.hofer.at/de/p.moser-roth-bio-schokolade-vollmilchschokolade-haselnuss.000000000318236001.html,https://www.hofer.at/de/p.moser-roth-bio-schokolade-vollmilchschokolade-haselnuss.000000000318236001.html,Tafelware,,FALSE,3
2026-04-01 09:19:34,2026-04-01,Hofer,Zwiebeln,Zwiebeln,Eigenmarke,"GOURMET FINEST CUISINE Borettane Zwiebeln, Aceto Balsamico",,1.59,,EUR,,,"per Stück (1 kg Abtr.G. = € 9,35 )",1,kg,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Zwiebeln,,1 kg oder Standardgebinde bevorzugt,,FALSE,4
2026-04-01 09:19:36,2026-04-01,Lidl,Aepfel,Aepfel,Eigenmarke,Äpfel Pink Lady®,FALSE,2.49,,EUR,1,Je 1 kg,Je 1 kg,1,kg,TRUE,-24,-24%,discount,,lidl,https://www.lidl.at/q/search?q=Aepfel,https://www.lidl.at/p/aepfel-pink-lady/p10047042,1 kg oder Standardgebinde bevorzugt,,FALSE,5
2026-04-01 09:19:37,2026-04-01,Lidl,Bananen,Bananen,Eigenmarke,Deluxe Nussmus,Deluxe,4.99,,EUR,250,Je 250 g (1 kg = 19.96),Je 250 g (1 kg = 19.96),250,g,FALSE,,,,,lidl,https://www.lidl.at/q/search?q=Bananen,https://www.lidl.at/p/deluxe-nussmus/p10046051,lose Ware oder Standardbueschel,,FALSE,4
2026-04-01 09:19:41,2026-04-01,Lidl,Eier,Eier,Eigenmarke,Weiße Eier aus Bodenhaltung,,2.79,,EUR,,,<ul> <li>Gr&ouml;&szlig;e M/L</li> </ul>,,,FALSE,,,,,lidl,https://www.lidl.at/p/weisse-eier-aus-bodenhaltung/p10047011,https://www.lidl.at/p/weisse-eier-aus-bodenhaltung/p10047011,Packungsgroesse dokumentieren,,FALSE,1
2026-04-01 09:19:48,2026-04-01,Lidl,Kaese,Mozzarella,Eigenmarke,ALPENGUT Mozzarella in Scheiben,ALPENGUT,8.99,,EUR,1,Je 1 kg,Je 1 kg,1,kg,TRUE,,Aktion,discount,,lidl,https://www.lidl.at/q/search?q=Mozzarella,https://www.lidl.at/p/alpengut-mozzarella-in-scheiben/p10047169,Kugel oder Standardpackung,,FALSE,5
2026-04-01 09:19:49,2026-04-01,Lidl,Kaffee,Kaffee Crema,Eigenmarke,LAVAZZA Caffè Crema e Gusto,LAVAZZA,16.49,,EUR,1,Je 1 kg,Je 1 kg,1,kg,TRUE,-25,-25%,discount,,lidl,https://www.lidl.at/q/search?q=Kaffee%20Crema,https://www.lidl.at/p/lavazza-caffe-crema-e-gusto/p10047077,Ganze Bohne wenn verfuegbar,,FALSE,5
2026-04-01 09:20:00,2026-04-01,Lidl,Zwiebeln,Zwiebeln,Eigenmarke,VEMONDO Pflanzliche Tortilla,VEMONDO,2.79,,EUR,500,Je 500 g (1 kg = 5.58),Je 500 g (1 kg = 5.58),500,g,TRUE,,Aktion,discount,,lidl,https://www.lidl.at/q/search?q=Zwiebeln,https://www.lidl.at/p/vemondo-pflanzliche-tortilla/p10047292,1 kg oder Standardgebinde bevorzugt,,FALSE,4
2026-04-01 09:20:03,2026-04-01,MPreis,Aepfel,Aepfel,Eigenmarke,Apfelgoldessig,,1.79,,EUR,1.79,"1,79€ /l",1l,1,l,TRUE,-25,-25%,discount,"2,39",mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,,FALSE,5
2026-04-01 09:20:06,2026-04-01,MPreis,Bananen,Bananen,Eigenmarke,"Happy Day Banane 1,0 Liter (Einweg)",,1.99,,EUR,1.99,"1,99€ /l",1l,1,l,TRUE,,,multi_buy,Ab 2 Stk. je,mpreis,https://www.mpreis.at/search/Bananen,,lose Ware oder Standardbueschel,,FALSE,5
2026-04-01 09:20:08,2026-04-01,MPreis,Brot,Toastbrot,Eigenmarke,Bäckerland Toastbrot,,0.99,,EUR,1.98,"1,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,,FALSE,4
2026-04-01 09:20:13,2026-04-01,MPreis,Eier,Eier,Eigenmarke,Bio Freilandeier,,0.59,,EUR,0.59,"0,59€ /Stk",1STK,1,stk,FALSE,,,,,mpreis,https://www.mpreis.at/search/Eier,,Packungsgroesse dokumentieren,,FALSE,3
2026-04-01 09:20:15,2026-04-01,MPreis,Fisch,Raeucherlachs,Eigenmarke,Räucherlachs Pate,,3.69,,EUR,36.9,"36,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Raeucherlachs,,Moeglichst Standardprodukt,,FALSE,4
2026-04-01 09:20:18,2026-04-01,MPreis,Fleisch,Faschiertes gemischt,Eigenmarke,Faschiertes mager gemischt,,5.49,,EUR,18.3,"18,30€ /kg",300g,300,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Faschiertes%20gemischt,,Frischware,,FALSE,4
2026-04-01 09:20:20,2026-04-01,MPreis,Haferflocken,Haferflocken,Eigenmarke,Haferflocken zart und locker,,0.75,,EUR,1.5,"1,50€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Haferflocken,,500 g oder 1 kg bevorzugt,,FALSE,4
2026-04-01 09:20:23,2026-04-01,MPreis,Joghurt,Naturjoghurt,Eigenmarke,"Premium Naturjogurt cremig 3,6% 1 kg",,2.99,,EUR,2.99,"2,99€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Naturjoghurt,,Becher oder 500 g bevorzugt,,FALSE,5
2026-04-01 09:20:26,2026-04-01,MPreis,Kaese,Mozzarella,Eigenmarke,Galbani Mozzarella Scheiben Baguette,,9.59,,EUR,9.59,"9,59€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Mozzarella,,Kugel oder Standardpackung,,FALSE,5
2026-04-01 09:20:29,2026-04-01,MPreis,Kaffee,Kaffee Crema,Eigenmarke,Crema Elegante ganze Bohne,,15.99,,EUR,15.99,"15,99€ /kg",1kg,1,kg,TRUE,-30,-30%,discount,"22,99",mpreis,https://www.mpreis.at/search/Kaffee%20Crema,,Ganze Bohne wenn verfuegbar,,FALSE,5
2026-04-01 09:20:33,2026-04-01,MPreis,Kartoffeln,Kartoffeln,Eigenmarke,Bio- Kartoffeln,,1.79,,EUR,1.79,"1,79€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Kartoffeln,,mehlig oder festkochend falls Standard,,FALSE,5
2026-04-01 09:20:40,2026-04-01,MPreis,Nudeln,Spaghetti,Eigenmarke,Familie Dralli,,3.99,,EUR,3.99,"3,99€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,,FALSE,5
2026-04-01 09:20:45,2026-04-01,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Schokolade Alpenvollmilch,,0.89,,EUR,8.9,"8,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,,FALSE,4
2026-04-01 09:20:48,2026-04-01,MPreis,Zwiebeln,Zwiebeln,Eigenmarke,Zwiebel,,1.29,,EUR,1.29,"1,29€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Zwiebeln,,1 kg oder Standardgebinde bevorzugt,,FALSE,5
2026-04-08 09:27:37,2026-04-08,Hofer,Aepfel,Aepfel,Eigenmarke,"RAVINI Cider, Apfel",,0.69,,EUR,,,"per Flasche (1 L = € 2,09 )",1,l,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Aepfel,,1 kg oder Standardgebinde bevorzugt,,FALSE,4
2026-04-08 09:27:40,2026-04-08,Hofer,Bananen,Bananen,Eigenmarke,"MUCCI My Moments gestrudelt, Bananen Split",,3.49,,EUR,,,"per Stück (1 L = € 3,88 )",1,l,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Bananen,,lose Ware oder Standardbueschel,,FALSE,4
2026-04-08 09:27:41,2026-04-08,Hofer,Brot,Toastbrot,Eigenmarke,HAPPY HARVEST Toastbrot,,0.99,,EUR,,,"per Packung (1 per Kilogramm = € 1,98 )",,,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Toastbrot,,Standardpackung bevorzugt,,FALSE,1
2026-04-08 09:27:44,2026-04-08,Hofer,Butter,Teebutter,Eigenmarke,"ZURÜCK ZUM URSPRUNG Buttervariation, Streichzart",ZURÜCK ZUM URSPRUNG,2.99,,EUR,,,,,,FALSE,,,,,hofer,https://www.hofer.at/de/p.zurueck-zum-ursprung-buttervariation-streichzart.000000000110877002.html,https://www.hofer.at/de/p.zurueck-zum-ursprung-buttervariation-streichzart.000000000110877002.html,Streichfaehige oder klassische Butter,,FALSE,1
2026-04-08 09:27:48,2026-04-08,Hofer,Fisch,Raeucherlachs,Eigenmarke,BIO Räucherlachs,BIO,4.49,,EUR,,,100 g Günstiger seit 15.12.2025,100,g,FALSE,,,,,hofer,https://www.hofer.at/de/p.bio-raeucherlachs.000000000000634004.html,https://www.hofer.at/de/p.bio-raeucherlachs.000000000000634004.html,Moeglichst Standardprodukt,,FALSE,3
2026-04-08 09:27:51,2026-04-08,Hofer,Haferflocken,Haferflocken,Eigenmarke,"HAPPY HARVEST Haferflocken, Großblatt",,0.69,,EUR,,,"per Packung (1 per Kilogramm = € 1,38 )",,,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Haferflocken,,500 g oder 1 kg bevorzugt,,FALSE,1
2026-04-08 09:27:53,2026-04-08,Hofer,Joghurt,Naturjoghurt,Eigenmarke,"MILSANI Naturjoghurt 1,8% Fett",,0.99,,EUR,,,"per Stück (1 per Kilogramm = € 1,98 )",,,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Naturjoghurt,,Becher oder 500 g bevorzugt,,FALSE,1
2026-04-08 09:27:56,2026-04-08,Hofer,Kaese,Mozzarella,Eigenmarke,ZURÜCK ZUM URSPRUNG BIO-Bergbauern Mozzarella,ZURÜCK ZUM URSPRUNG,1.39,,EUR,,,125 g,125,g,FALSE,,,,,hofer,https://www.hofer.at/de/p.zurueck-zum-ursprung-bio-bergbauern-mozzarella.000000000000106894.html,https://www.hofer.at/de/p.zurueck-zum-ursprung-bio-bergbauern-mozzarella.000000000000106894.html,Kugel oder Standardpackung,,FALSE,3
2026-04-08 09:27:57,2026-04-08,Hofer,Kaffee,Kaffee Crema,Eigenmarke,BARISSIMO Crema Intenso,BARISSIMO,5.49,,EUR,,,500 g Günstiger seit 24.10.2025,500,g,FALSE,,,,,hofer,https://www.hofer.at/de/p.barissimo-crema-intenso.000000000000567058.html,https://www.hofer.at/de/p.barissimo-crema-intenso.000000000000567058.html,Ganze Bohne wenn verfuegbar,,FALSE,3
2026-04-08 09:27:59,2026-04-08,Hofer,Karotten,Karotten,Eigenmarke,"ZURÜCK ZUM URSPRUNG Gemüsesaft, Karotten-/Apfel-/Selleriesaft",,1.99,,EUR,,,"per Stück (1 L = € 2,65 )",1,l,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Karotten,,1 kg oder Standardgebinde bevorzugt,,FALSE,4
2026-04-08 09:28:01,2026-04-08,Hofer,Kartoffeln,Kartoffeln,Eigenmarke,BACKBOX Kartoffelweckerl,,0.79,,EUR,,,per Stück,,,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Kartoffeln,,mehlig oder festkochend falls Standard,,FALSE,1
2026-04-08 09:28:04,2026-04-08,Hofer,Mehl,Weizenmehl universal,Eigenmarke,"HAPPY HARVEST Weizenmehl gemischt, Universal",HAPPY HARVEST,0.75,,EUR,,,1 kg,1,kg,FALSE,,,,,hofer,https://www.hofer.at/de/p.happy-harvest-weizenmehl-gemischt-universal.000000000101923002.html,https://www.hofer.at/de/p.happy-harvest-weizenmehl-gemischt-universal.000000000101923002.html,1kg bevorzugt,,FALSE,4
2026-04-08 09:28:06,2026-04-08,Hofer,Milch,Vollmilch,Eigenmarke,"ZURÜCK ZUM URSPRUNG BIO-Bergbauern länger frisch Vollmilch 3,6 % Fett*",ZURÜCK ZUM URSPRUNG,1.79,,EUR,,,1 l,1,l,FALSE,,,,,hofer,https://www.hofer.at/de/p.zurueck-zum-ursprung-bio-bergbauern-laenger-frisch-vollmilch---fett.000000000000106885.html,https://www.hofer.at/de/p.zurueck-zum-ursprung-bio-bergbauern-laenger-frisch-vollmilch---fett.000000000000106885.html,3.5 Prozent oder aehnlich,,FALSE,4
2026-04-08 09:28:08,2026-04-08,Hofer,Nudeln,Spaghetti,Eigenmarke,CUCINA NOBILE Spaghetti,,1.35,,EUR,,,per Stück,,,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Spaghetti,,500 g Standardpackung,,FALSE,1
2026-04-08 09:28:09,2026-04-08,Hofer,Reis,Langkornreis,Eigenmarke,BON-RI Langkornreis,,1.29,,EUR,,,per Stück,,,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Langkornreis,,1 kg oder 500 g Standardpackung,,FALSE,1
2026-04-08 09:28:10,2026-04-08,Hofer,Schokolade,Vollmilchschokolade,Eigenmarke,"MOSER ROTH BIO-Schokolade, Vollmilchschokolade-Haselnuss",MOSER ROTH,2.19,,EUR,,,100 g,100,g,FALSE,,,,,hofer,https://www.hofer.at/de/p.moser-roth-bio-schokolade-vollmilchschokolade-haselnuss.000000000318236001.html,https://www.hofer.at/de/p.moser-roth-bio-schokolade-vollmilchschokolade-haselnuss.000000000318236001.html,Tafelware,,FALSE,3
2026-04-08 09:28:12,2026-04-08,Hofer,Zwiebeln,Zwiebeln,Eigenmarke,"GOURMET FINEST CUISINE Borettane Zwiebeln, Aceto Balsamico",,1.59,,EUR,,,"per Stück (1 kg Abtr.G. = € 9,35 )",1,kg,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Zwiebeln,,1 kg oder Standardgebinde bevorzugt,,FALSE,4
2026-04-08 09:28:25,2026-04-08,Lidl,Joghurt,Naturjoghurt,Eigenmarke,ALPENGUT Naturjoghurt,ALPENGUT,0.66,,EUR,3,Ab 3 Stk. je 500 g (1 kg = 1.32),Ab 3 Stk. je 500 g (1 kg = 1.32),3,stk,TRUE,,2+1 gratis,bundle,,lidl,https://www.lidl.at/q/search?q=Naturjoghurt,https://www.lidl.at/p/alpengut-naturjoghurt/p10047577,Becher oder 500 g bevorzugt,,FALSE,3
2026-04-08 09:28:27,2026-04-08,Lidl,Kaese,Mozzarella,Eigenmarke,ALPENGUT Mozzarella in Scheiben,ALPENGUT,8.99,,EUR,1,Je 1 kg,Je 1 kg,1,kg,TRUE,,Aktion,discount,,lidl,https://www.lidl.at/q/search?q=Mozzarella,https://www.lidl.at/p/alpengut-mozzarella-in-scheiben/p10047169,Kugel oder Standardpackung,,FALSE,5
2026-04-08 09:28:28,2026-04-08,Lidl,Kaffee,Kaffee Crema,Eigenmarke,FAIRGLOBE Fairtrade Bio Caffé Crema,FAIRGLOBE,12.99,,EUR,1,Je 1 kg,Je 1 kg,1,kg,TRUE,,1.- billiger,,,lidl,https://www.lidl.at/q/search?q=Kaffee%20Crema,https://www.lidl.at/p/fairglobe-fairtrade-bio-caffe-crema/p10047589,Ganze Bohne wenn verfuegbar,,FALSE,5
2026-04-08 09:28:30,2026-04-08,Lidl,Kartoffeln,Kartoffeln,Eigenmarke,Speisekartoffeln aus Österreich,FALSE,1.29,,EUR,2,Je 2 kg (1 kg = 0.65),Je 2 kg (1 kg = 0.65),2,kg,TRUE,-27,-27%,discount,,lidl,https://www.lidl.at/q/search?q=Kartoffeln,https://www.lidl.at/p/speisekartoffeln-aus-oesterreich/p10047419,mehlig oder festkochend falls Standard,,FALSE,5
2026-04-08 09:28:39,2026-04-08,Lidl,Zwiebeln,Zwiebeln,Eigenmarke,VEMONDO Pflanzliche Tortilla,VEMONDO,2.79,,EUR,500,Je 500 g (1 kg = 5.58),Je 500 g (1 kg = 5.58),500,g,TRUE,,Aktion,discount,,lidl,https://www.lidl.at/q/search?q=Zwiebeln,https://www.lidl.at/p/vemondo-pflanzliche-tortilla/p10047292,1 kg oder Standardgebinde bevorzugt,,FALSE,4
2026-04-08 09:28:42,2026-04-08,MPreis,Aepfel,Aepfel,Eigenmarke,"Apfeldirektsaft 100% 1,0 Liter (Einweg)",,1.52,,EUR,1.52,"1,52€ /l",1l,1,l,TRUE,,,multi_buy,Bei 3 Stk. je,mpreis,https://www.mpreis.at/search/Aepfel,,1 kg oder Standardgebinde bevorzugt,,FALSE,5
2026-04-08 09:28:44,2026-04-08,MPreis,Bananen,Bananen,Eigenmarke,BB Fruchtjoghurt Banane limited Edition,,0.39,,EUR,2.17,"2,17€ /kg",180g,180,g,TRUE,,,multi_buy,Bei 2 Stk. je,mpreis,https://www.mpreis.at/search/Bananen,,lose Ware oder Standardbueschel,,FALSE,4
2026-04-08 09:28:46,2026-04-08,MPreis,Brot,Toastbrot,Eigenmarke,Bäckerland Toastbrot,,0.99,,EUR,1.98,"1,98€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Toastbrot,,Standardpackung bevorzugt,,FALSE,4
2026-04-08 09:28:49,2026-04-08,MPreis,Butter,Teebutter,Eigenmarke,Teebutter,,1.49,,EUR,11.92,"11,92€ /kg",125g,125,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Teebutter,,Streichfaehige oder klassische Butter,,FALSE,4
2026-04-08 09:28:52,2026-04-08,MPreis,Eier,Eier,Eigenmarke,Bio Freilandeier,,0.59,,EUR,0.59,"0,59€ /Stk",1STK,1,stk,FALSE,,,,,mpreis,https://www.mpreis.at/search/Eier,,Packungsgroesse dokumentieren,,FALSE,3
2026-04-08 09:28:54,2026-04-08,MPreis,Fisch,Raeucherlachs,Eigenmarke,Räucherlachs Pate,,3.69,,EUR,36.9,"36,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Raeucherlachs,,Moeglichst Standardprodukt,,FALSE,4
2026-04-08 09:28:56,2026-04-08,MPreis,Fleisch,Faschiertes gemischt,Eigenmarke,Faschiertes mager gemischt,,5.49,,EUR,18.3,"18,30€ /kg",300g,300,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Faschiertes%20gemischt,,Frischware,,FALSE,4
2026-04-08 09:28:58,2026-04-08,MPreis,Haferflocken,Haferflocken,Eigenmarke,Haferflocken zart und locker,,0.75,,EUR,1.5,"1,50€ /kg",500g,500,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Haferflocken,,500 g oder 1 kg bevorzugt,,FALSE,4
2026-04-08 09:29:02,2026-04-08,MPreis,Joghurt,Naturjoghurt,Eigenmarke,"Premium Naturjogurt cremig 3,6% 1 kg",,2.99,,EUR,2.99,"2,99€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Naturjoghurt,,Becher oder 500 g bevorzugt,,FALSE,5
2026-04-08 09:29:07,2026-04-08,MPreis,Kaffee,Kaffee Crema,Eigenmarke,Crema Elegante ganze Bohne,,15.99,,EUR,15.99,"15,99€ /kg",1kg,1,kg,TRUE,-30,-30%,discount,"22,99",mpreis,https://www.mpreis.at/search/Kaffee%20Crema,,Ganze Bohne wenn verfuegbar,,FALSE,5
2026-04-08 09:29:09,2026-04-08,MPreis,Karotten,Karotten,Eigenmarke,Karotten Beutel 1 kg,,1.49,,EUR,1.49,"1,49€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Karotten,,1 kg oder Standardgebinde bevorzugt,,FALSE,5
2026-04-08 09:29:12,2026-04-08,MPreis,Kartoffeln,Kartoffeln,Eigenmarke,Kartoffeln speckig festkochend,,1.49,,EUR,0.75,"0,75€ /kg",2kg,2,kg,TRUE,-40,-40%,discount,"2,49",mpreis,https://www.mpreis.at/search/Kartoffeln,,mehlig oder festkochend falls Standard,,FALSE,5
2026-04-08 09:29:15,2026-04-08,MPreis,Mehl,Weizenmehl universal,Eigenmarke,Weizenmehl universal Type 480,,0.75,,EUR,0.75,"0,75€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Weizenmehl%20universal,,1kg bevorzugt,,FALSE,5
2026-04-08 09:29:17,2026-04-08,MPreis,Milch,Vollmilch,Eigenmarke,"Vollmilch 3,6% (Einweg)",,1.29,,EUR,1.29,"1,29€ /l",1l,1,l,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilch,,3.5 Prozent oder aehnlich,,FALSE,5
2026-04-08 09:29:20,2026-04-08,MPreis,Nudeln,Spaghetti,Eigenmarke,Familie Dralli,,3.99,,EUR,3.99,"3,99€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Spaghetti,,500 g Standardpackung,,FALSE,5
2026-04-08 09:29:23,2026-04-08,MPreis,Reis,Langkornreis,Eigenmarke,Langkornreis,,1.29,,EUR,1.29,"1,29€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Langkornreis,,1 kg oder 500 g Standardpackung,,FALSE,5
2026-04-08 09:29:26,2026-04-08,MPreis,Schokolade,Vollmilchschokolade,Eigenmarke,Schokolade Alpenvollmilch,,0.89,,EUR,8.9,"8,90€ /kg",100g,100,g,FALSE,,,,,mpreis,https://www.mpreis.at/search/Vollmilchschokolade,,Tafelware,,FALSE,4
2026-04-08 09:29:28,2026-04-08,MPreis,Zwiebeln,Zwiebeln,Eigenmarke,Zwiebel,,1.29,,EUR,1.29,"1,29€ /kg",1kg,1,kg,FALSE,,,,,mpreis,https://www.mpreis.at/search/Zwiebeln,,1 kg oder Standardgebinde bevorzugt,,FALSE,5
2026-04-09 12:27:44,2026-04-09,Hofer,Aepfel,Aepfel,Eigenmarke,"RAVINI Cider, Apfel",,0.69,,EUR,,,"per Flasche (1 L = € 2,09 )",1,l,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Aepfel,,1 kg oder Standardgebinde bevorzugt,,FALSE,4
2026-04-09 12:27:47,2026-04-09,Hofer,Bananen,Bananen,Eigenmarke,"MUCCI My Moments gestrudelt, Bananen Split",,3.49,,EUR,,,"per Stück (1 L = € 3,88 )",1,l,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Bananen,,lose Ware oder Standardbueschel,,FALSE,4
2026-04-09 12:27:49,2026-04-09,Hofer,Brot,Toastbrot,Eigenmarke,HAPPY HARVEST Toastbrot,,0.99,,EUR,,,"per Packung (1 per Kilogramm = € 1,98 )",,,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Toastbrot,,Standardpackung bevorzugt,,FALSE,1
2026-04-09 12:27:51,2026-04-09,Hofer,Butter,Teebutter,Eigenmarke,"ZURÜCK ZUM URSPRUNG Buttervariation, Streichzart",ZURÜCK ZUM URSPRUNG,2.99,,EUR,,,,,,FALSE,,,,,hofer,https://www.hofer.at/de/p.zurueck-zum-ursprung-buttervariation-streichzart.000000000110877002.html,https://www.hofer.at/de/p.zurueck-zum-ursprung-buttervariation-streichzart.000000000110877002.html,Streichfaehige oder klassische Butter,,FALSE,1
2026-04-09 12:27:54,2026-04-09,Hofer,Fisch,Raeucherlachs,Eigenmarke,BIO Räucherlachs,BIO,4.49,,EUR,,,100 g Günstiger seit 15.12.2025,100,g,FALSE,,,,,hofer,https://www.hofer.at/de/p.bio-raeucherlachs.000000000000634004.html,https://www.hofer.at/de/p.bio-raeucherlachs.000000000000634004.html,Moeglichst Standardprodukt,,FALSE,3
2026-04-09 12:27:57,2026-04-09,Hofer,Haferflocken,Haferflocken,Eigenmarke,"HAPPY HARVEST Haferflocken, Großblatt",,0.69,,EUR,,,"per Packung (1 per Kilogramm = € 1,38 )",,,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Haferflocken,,500 g oder 1 kg bevorzugt,,FALSE,1
2026-04-09 12:27:59,2026-04-09,Hofer,Joghurt,Naturjoghurt,Eigenmarke,"MILSANI Naturjoghurt 1,8% Fett",,0.99,,EUR,,,"per Stück (1 per Kilogramm = € 1,98 )",,,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Naturjoghurt,,Becher oder 500 g bevorzugt,,FALSE,1
2026-04-09 12:28:02,2026-04-09,Hofer,Kaese,Mozzarella,Eigenmarke,ZURÜCK ZUM URSPRUNG BIO-Bergbauern Mozzarella,ZURÜCK ZUM URSPRUNG,1.39,,EUR,,,125 g,125,g,FALSE,,,,,hofer,https://www.hofer.at/de/p.zurueck-zum-ursprung-bio-bergbauern-mozzarella.000000000000106894.html,https://www.hofer.at/de/p.zurueck-zum-ursprung-bio-bergbauern-mozzarella.000000000000106894.html,Kugel oder Standardpackung,,FALSE,3
2026-04-09 12:28:03,2026-04-09,Hofer,Kaffee,Kaffee Crema,Eigenmarke,BARISSIMO Crema Intenso,BARISSIMO,5.49,,EUR,,,500 g Günstiger seit 24.10.2025,500,g,FALSE,,,,,hofer,https://www.hofer.at/de/p.barissimo-crema-intenso.000000000000567058.html,https://www.hofer.at/de/p.barissimo-crema-intenso.000000000000567058.html,Ganze Bohne wenn verfuegbar,,FALSE,3
2026-04-09 12:28:05,2026-04-09,Hofer,Karotten,Karotten,Eigenmarke,"ZURÜCK ZUM URSPRUNG Gemüsesaft, Karotten-/Apfel-/Selleriesaft",,1.99,,EUR,,,"per Stück (1 L = € 2,65 )",1,l,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Karotten,,1 kg oder Standardgebinde bevorzugt,,FALSE,4
2026-04-09 12:28:08,2026-04-09,Hofer,Kartoffeln,Kartoffeln,Eigenmarke,BACKBOX Kartoffelweckerl,,0.79,,EUR,,,per Stück,,,FALSE,,,,,hofer,https://www.hofer.at/de/suchergebnis/produkte.html?search=Kartoffeln,,mehlig oder festkochend falls Standard,,FALSE,1
2026-04-09 12:28:10,2026-04-09,Hofer,Mehl,Weizenmehl universal,Eigenmarke,"HAPPY HARVEST Weizenmehl gemischt, Universal",HAPPY HARVEST,0.75,,EUR,,,1 kg,1,kg,FALSE,,,,,hofer,https://www.hofer.at/de/p.happy-harvest-weizenmehl-gemischt-universal.000000000101923002.html,https://www.hofer.at/de/p.happy-harvest-weizenmehl-gemischt-universal.000000000101923002.html,1kg bevorzugt,,FALSE,4
